id,parent_id,leaf,name,label,detail,link,pmid,sort,root_url,sample_url,field_type,keyword_searchable,value_type,version
25,7,TRUE,enhancer_linked_enhancer,PEREGRINE mapped enhancer,The PEREGRINE enhancer ID of an enhancer region where the variant is located,https://www.peregrineproj.org/,33320871,,,,text,TRUE,,
27,26,TRUE,ANNOVAR_ensembl_Closest_gene(intergenic_only),,"cloest genes if the variant is intergenic.\nFormat gene ID1:transcript ID1(dist=distance),gene ID2:transcript ID2(dist=distance)\ngene ID1:transcript ID1(dist=distance),gene ID2:transcript ID2(dist=distance)",,,,http://uswest.ensembl.org/Homo_sapiens/Gene/Summary?g=,http://uswest.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000158270,text,TRUE,,
28,26,TRUE,ANNOVAR_ensembl_Effect,,"ANNOVAR consequence with Ensembl as gene model.\nMultiple consequences are separated by ""|"" The order corresponds to ANNOVAR_ensembl_Transcript_ID\nThe order corresponds to ANNOVAR_ensembl_Transcript_ID",,,,,,text,TRUE,,
29,26,TRUE,ANNOVAR_ensembl_Exon_Rank,,"exon number the variant locates (if applicable)\nMultiple annotations are separated by ""|"" The order corresponds to ANNOVAR_ensembl_Transcript_ID\nThe order corresponds to ANNOVAR_ensembl_Transcript_ID",,,,,,text,TRUE,,
36,26,TRUE,ANNOVAR_ensembl_Gene_ID,,"Ensembl gene IDs corresponding to transcripts. Multiple IDs are separated by ""|"". The order corresponds to ANNOVAR_ensembl_Transcript_ID. The gene IDs can be the same for different transcript IDs.",,,,http://uswest.ensembl.org/Homo_sapiens/Gene/Summary?g=,http://uswest.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000158270,text,TRUE,,
37,26,TRUE,ANNOVAR_ensembl_HGVSc,,"variant in format of HGVSc. Multiple annotations are separated by ""|"". The order corresponds to ANNOVAR_ensembl_Transcript_ID.",,,,,,text,TRUE,,
38,26,TRUE,ANNOVAR_ensembl_HGVSp,,"variant in format of HGVSp. Multiple annotations are separated by ""|"". The order corresponds to ANNOVAR_ensembl_Transcript_ID.",,,,,,text,TRUE,,
49,26,TRUE,ANNOVAR_ensembl_Transcript_ID,,"Ensembl transcript IDs corresponding to consequences.\nMultiple IDs are separated by ""|""",,,,,,text,TRUE,,
50,26,TRUE,ANNOVAR_ensembl_summary,,"ANNOVAR consequence summary with Ensembl as gene model.\nFormat GeneID(total number of transcripts):consequence#1(number of transcripts affected) consequence#2(number of transcripts affected)... Multiple genes are separated by ""|""\nGeneID(total number of transcripts):consequence#1(number of transcripts affected)\nconsequence#2(number of transcripts affected)... Multiple genes are separated by ""|""",,,,,,text,TRUE,,
31,26,TRUE,ANNOVAR_ensembl_GO_biological_process_complete_list_id,ANNOVAR ensembl GO biological process complete,"The complete GO biological process annotations queried through PANTHER API for IDs corresponding to ANNOVAR_ensembl_Gene_ID column. If there is more than one gene ID, a non-redundant list of GO terms from all genes is shown here.",,,,http://amigo.geneontology.org/amigo/term/,,text,TRUE,term_id,"GO database released 2024-01-17, DOI: 10.5281/zenodo.10536401"
33,26,TRUE,ANNOVAR_ensembl_GO_cellular_component_complete_list_id,ANNOVAR ensembl GO cellular component complete,"The complete GO cellular component annotations queried through PANTHER API for IDs corresponding to ANNOVAR_ensembl_Gene_ID column. If there is more than one gene ID, a non-redundant list of GO terms from all genes is shown here.",,,,http://amigo.geneontology.org/amigo/term/,,text,TRUE,term_id,"GO database released 2024-01-17, DOI: 10.5281/zenodo.10536401"
35,26,TRUE,ANNOVAR_ensembl_GO_molecular_function_complete_list_id,ANNOVAR ensembl GO molecular function complete,"The complete GO molecular function annotations queried through PANTHER API for IDs corresponding to ANNOVAR_ensembl_Gene_ID column. If there is more than one gene ID, a non-redundant list of GO terms from all genes is shown here.",,,,http://amigo.geneontology.org/amigo/term/,,text,TRUE,term_id,"GO database released 2024-01-17, DOI: 10.5281/zenodo.10536401"
40,26,TRUE,ANNOVAR_ensembl_PANTHER_GO_SLIM_biological_process_list_id,ANNOVAR ensembl PANTHER GO-Slim Biological Process,"The PANTHER GO-Slim Biological Process annotations queried through PANTHER API for IDs corresponding to ANNOVAR_ensembl_Gene_ID column. If there is more than one gene ID, a non-redundant list of GO terms from all genes is shown here.",,,,http://amigo.geneontology.org/amigo/term/,,text,TRUE,term_id,"GO release 2023-07-25, released 2023-08-01"
42,26,TRUE,ANNOVAR_ensembl_PANTHER_GO_SLIM_cellular_component_list_id,ANNOVAR ensembl PANTHER GO-Slim Cellular Component,"The PANTHER GO-Slim Cellular Component annotations queried through PANTHER API for IDs corresponding to ANNOVAR_ensembl_Gene_ID column. If there is more than one gene ID, a non-redundant list of GO terms from all genes is shown here.",,,,http://amigo.geneontology.org/amigo/term/,,text,TRUE,term_id,"GO release 2023-07-25, released 2023-08-01"
44,26,TRUE,ANNOVAR_ensembl_PANTHER_GO_SLIM_molecular_function_list_id,ANNOVAR ensembl PANTHER GO-Slim Molecular Function,"The PANTHER GO-Slim Molecular Function annotations queried through PANTHER API for IDs corresponding to ANNOVAR_ensembl_Gene_ID column. If there is more than one gene ID, a non-redundant list of GO terms from all genes is shown here.",,,,http://amigo.geneontology.org/amigo/term/,,text,TRUE,term_id,"GO release 2023-07-25, released 2023-08-01"
627,26,TRUE,ANNOVAR_ensembl_PANTHER_protein_class_list_id,ANNOVAR ensembl PANTHER Protein Class,"The PANTHER Protein Class annotations queried through PANTHER API for IDs corresponding to ANNOVAR_ensembl_Gene_ID column. If there is more than one gene ID, a non-redundant list of PANTHER Protein Class terms from all genes is shown here.",,,,https://pantherdb.org/panther/category.do?categoryAcc=,,text,TRUE,term_id,PANTHER UPL 18
46,26,TRUE,ANNOVAR_ensembl_PANTHER_pathway_list_id,ANNOVAR ensembl PANTHER Pathways,"The PANTHER pathway annotations queried through PANTHER API for IDs corresponding to ANNOVAR_ensembl_Gene_ID column. If there is more than one gene ID, a non-redundant list of PANTHER Pathways from all genes is shown here.",,,,https://pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=,,text,TRUE,term_id,PANTHER UPL 18
48,26,TRUE,ANNOVAR_ensembl_REACTOME_pathway_list_id,ANNOVAR ensembl Reactome pathways,"The Reactome Pathway annotations queried through PANTHER API for IDs corresponding to ANNOVAR_ensembl_Gene_ID column. If there is more than one gene ID, a non-redundant list of Reactome Pathways from all genes is shown here.",,,,https://reactome.org/PathwayBrowser/#/,,text,TRUE,term_id,"Reactome database version 85, released 2023-05-25"
51,26,TRUE,ANNOVAR_refseq_Closest_gene(intergenic_only),,"cloest genes if the variant is intergenic.\nFormat gene ID1:transcript ID1(dist=distance),gene ID2:transcript ID2(dist=distance)\ngene ID1:transcript ID1(dist=distance),gene ID2:transcript ID2(dist=distance)",,,,,,text,TRUE,,
52,26,TRUE,ANNOVAR_refseq_Effect,,"ANNOVAR consequence with RefSeq as gene model.\nMultiple consequences are separated by ""|"" The order corresponds to ANNOVAR_refseq_Transcript_ID\nThe order corresponds to ANNOVAR_refseq_Transcript_ID",,,,,,text,TRUE,,
53,26,TRUE,ANNOVAR_refseq_Exon_Rank,,"exon number the variant locates (if applicable)\nMultiple annotations are separated by ""|"" The order corresponds to ANNOVAR_refseq_Transcript_ID\nThe order corresponds to ANNOVAR_refseq_Transcript_ID",,,,,,text,TRUE,,
60,26,TRUE,ANNOVAR_refseq_Gene_ID,,"RefSeq gene IDs corresponding to transcripts.\nMultiple IDs are separated by ""|"" The order corresponds to ANNOVAR_refseq_Transcript_ID\nThe order corresponds to ANNOVAR_refseq_Transcript_ID",,,,,,text,TRUE,,
61,26,TRUE,ANNOVAR_refseq_HGVSc,,"variant in format of HGVSc.\nMultiple annotations are separated by ""|"" The order corresponds to ANNOVAR_refseq_Transcript_ID\nThe order corresponds to ANNOVAR_refseq_Transcript_ID",,,,,,text,TRUE,,
62,26,TRUE,ANNOVAR_refseq_HGVSp,,"variant in format of HGVSp.\nMultiple annotations are separated by ""|"" The order corresponds to ANNOVAR_refseq_Transcript_ID\nThe order corresponds to ANNOVAR_refseq_Transcript_ID",,,,,,text,TRUE,,
73,26,TRUE,ANNOVAR_refseq_Transcript_ID,,"RefSeq transcript IDs corresponding to consequences.\nMultiple IDs are separated by ""|""",,,,https://www.ncbi.nlm.nih.gov/nuccore/,https://www.ncbi.nlm.nih.gov/nuccore/NM_130386,text,TRUE,,
74,26,TRUE,ANNOVAR_refseq_summary,,"ANNOVAR consequence summary with RefSeq as gene model.\nFormat GeneID(total number of transcripts):consequence#1(number of transcripts affected) consequence#2(number of transcripts affected)... Multiple genes are separated by ""|""\nGeneID(total number of transcripts):consequence#1(number of transcripts affected)\nconsequence#2(number of transcripts affected)... Multiple genes are separated by ""|""",,,,,,text,TRUE,,
55,26,TRUE,ANNOVAR_refseq_GO_biological_process_complete_list_id,ANNOVAR refseq GO biological process complete,"The complete GO biological process annotations queried through PANTHER API for IDs corresponding to  ANNOVAR_refseq_Transcript_ID column. If there is more than one gene ID, a non-redundant list of GO terms from all genes is shown here.",,,,http://amigo.geneontology.org/amigo/term/,,text,TRUE,term_id,"GO database released 2024-01-17, DOI: 10.5281/zenodo.10536401"
57,26,TRUE,ANNOVAR_refseq_GO_cellular_component_complete_list_id,ANNOVAR refseq GO cellular component complete,"The complete GO cellular component annotations queried through PANTHER API for IDs corresponding to ANNOVAR_refseq_Transcript_ID column. If there is more than one gene ID, a non-redundant list of GO terms from all genes is shown here.",,,,http://amigo.geneontology.org/amigo/term/,,text,TRUE,term_id,"GO database released 2024-01-17, DOI: 10.5281/zenodo.10536401"
59,26,TRUE,ANNOVAR_refseq_GO_molecular_function_complete_list_id,ANNOVAR refseq GO molecular function complete,"The complete GO molecular function annotations queried through PANTHER API for IDs corresponding to ANNOVAR_refseq_Transcript_ID column. If there is more than one gene ID, a non-redundant list of GO terms from all genes is shown here.",,,,http://amigo.geneontology.org/amigo/term/,,text,TRUE,term_id,"GO database released 2024-01-17, DOI: 10.5281/zenodo.10536401"
64,26,TRUE,ANNOVAR_refseq_PANTHER_GO_SLIM_biological_process_list_id,ANNOVAR refseq PANTHER GO-Slim Biological Process,"The PANTHER GO-Slim Biological Process annotations queried through PANTHER API for IDs corresponding to ANNOVAR_refseq_Transcript_ID column. If there is more than one gene ID, a non-redundant list of GO terms from all genes is shown here..",,,,http://amigo.geneontology.org/amigo/term/,,text,TRUE,term_id,"GO release 2023-07-25, released 2023-08-01"
66,26,TRUE,ANNOVAR_refseq_PANTHER_GO_SLIM_cellular_component_list_id,ANNOVAR refseq PANTHER GO-Slim Cellular Component,"The PANTHER GO-Slim Cellular Component annotations queried through PANTHER API for IDs corresponding to ANNOVAR_refseq_Transcript_ID column. If there is more than one gene ID, a non-redundant list of GO terms from all genes is shown here.",,,,http://amigo.geneontology.org/amigo/term/,,text,TRUE,term_id,"GO release 2023-07-25, released 2023-08-01"
68,26,TRUE,ANNOVAR_refseq_PANTHER_GO_SLIM_molecular_function_list_id,ANNOVAR refseq PANTHER GO-Slim Molecular Function,"The PANTHER GO-Slim Molecular Function annotations queried through PANTHER API for IDs corresponding to ANNOVAR_refseq_Transcript_ID column. If there is more than one gene ID, a non-redundant list of GO terms from all genes is shown here.",,,,http://amigo.geneontology.org/amigo/term/,,text,TRUE,term_id,"GO release 2023-07-25, released 2023-08-01"
628,26,TRUE,ANNOVAR_refseq_PANTHER_protein_class_list_id,ANNOVAR refseq PANTHER Protein Class,"The PANTHER Protein Class annotations queried through PANTHER API for IDs corresponding to ANNOVAR_refseq_Transcript_ID column. If there is more than one gene ID, a non-redundant list of PANTHER Protein Class terms from all genes is shown here.",,,,https://pantherdb.org/panther/category.do?categoryAcc=,,text,TRUE,term_id,PANTHER UPL 18
70,26,TRUE,ANNOVAR_refseq_PANTHER_pathway_list_id,ANNOVAR refseq PANTHER Pathways,"The PANTHER pathway annotations queried through PANTHER API for IDs corresponding to ANNOVAR_refseq_Transcript_ID column. If there is more than one gene ID, a non-redundant list of PANTHER Pathways from all genes is shown here.",,,,https://pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=,,text,TRUE,term_id,PANTHER UPL 18
72,26,TRUE,ANNOVAR_refseq_REACTOME_pathway_list_id,ANNOVAR refseq Reactome pathways,"The Reactome Pathway annotations queried through PANTHER API for IDs corresponding to ANNOVAR_refseq_Transcript_ID column. If there is more than one gene ID, a non-redundant list of Reactome Pathways from all genes is shown here.",,,,https://reactome.org/PathwayBrowser/#/,,text,TRUE,term_id,"Reactome database version 85, released 2023-05-25"
75,26,TRUE,ANNOVAR_ucsc_Closest_gene(intergenic_only),,"cloest genes if the variant is intergenic.\nFormat gene ID1:transcript ID1(dist=distance),gene ID2:transcript ID2(dist=distance)\ngene ID1:transcript ID1(dist=distance),gene ID2:transcript ID2(dist=distance)",,,,,,text,TRUE,,
76,26,TRUE,ANNOVAR_ucsc_Effect,,"ANNOVAR consequence with UCSC knownGene as gene model.\nMultiple consequences are separated by ""|"" The order corresponds to ANNOVAR_ucsc_Transcript_ID\nThe order corresponds to ANNOVAR_ucsc_Transcript_ID",,,,,,text,TRUE,,
77,26,TRUE,ANNOVAR_ucsc_Exon_Rank,,"exon number the variant locates (if applicable)\nMultiple annotations are separated by ""|"" The order corresponds to ANNOVAR_ucsc_Transcript_ID\nThe order corresponds to ANNOVAR_ucsc_Transcript_ID",,,,,,text,TRUE,,
78,26,TRUE,ANNOVAR_ucsc_Gene_ID,,"UCSC gene IDs corresponding to transcripts.\nMultiple IDs are separated by ""|"" The order corresponds to ANNOVAR_ucsc_Transcript_ID\nThe order corresponds to ANNOVAR_ucsc_Transcript_ID",,,,,,text,TRUE,,
79,26,TRUE,ANNOVAR_ucsc_HGVSc,,"variant in format of HGVSc.\nMultiple annotations are separated by ""|"" The order corresponds to ANNOVAR_ucsc_Transcript_ID\nThe order corresponds to ANNOVAR_ucsc_Transcript_ID",,,,,,text,TRUE,,
80,26,TRUE,ANNOVAR_ucsc_HGVSp,,"variant in format of HGVSp.\nMultiple annotations are separated by ""|"" The order corresponds to ANNOVAR_ucsc_Transcript_ID\nThe order corresponds to ANNOVAR_ucsc_Transcript_ID",,,,,,text,TRUE,,
81,26,TRUE,ANNOVAR_ucsc_Transcript_ID,,"UCSC transcript IDs corresponding to consequences.\nMultiple IDs are separated by ""|""",,,,,,text,TRUE,,
82,26,TRUE,ANNOVAR_ucsc_summary,,"ANNOVAR consequence summary with UCSC as gene model.\nFormat GeneID(total number of transcripts):consequence#1(number of transcripts affected) consequence#2(number of transcripts affected)... Multiple genes are separated by ""|""\nGeneID(total number of transcripts):consequence#1(number of transcripts affected)\nconsequence#2(number of transcripts affected)... Multiple genes are separated by ""|""",,,,,,text,TRUE,,
85,83,TRUE,flanking_0_GO_biological_process_complete_list_id,Flanking region 0  GO biological process complete,The complete GO biological process annotations queried through PANTHER API for the gene(s) when the variant is within the gene region with 0 flanking region.,,,,http://amigo.geneontology.org/amigo/term/,,text,TRUE,term_id,"GO database released 2024-01-17, DOI: 10.5281/zenodo.10536401"
87,83,TRUE,flanking_0_GO_cellular_component_complete_list_id,Flanking region 0 GO cellular component complete,The complete GO cellular component annotations queried through PANTHER API for the gene(s) when the variant is within the gene region with 0 flanking region.,,,,http://amigo.geneontology.org/amigo/term/,,text,TRUE,term_id,"GO database released 2024-01-17, DOI: 10.5281/zenodo.10536401"
89,83,TRUE,flanking_0_GO_molecular_function_complete_list_id,Flanking region 0 GO molecular function complete,The complete GO molecular function annotations queried through PANTHER API for the gene(s) when the variant is within the gene region with 0 flanking region.,,,,http://amigo.geneontology.org/amigo/term/,,text,TRUE,term_id,"GO database released 2024-01-17, DOI: 10.5281/zenodo.10536401"
91,83,TRUE,flanking_0_PANTHER_GO_SLIM_biological_process_list_id,Flanking region 0 PANTHER GO-Slim Biological Process,The PANTHER GO-Slim Biological Process annotations queried through PANTHER API for the gene(s) when the variant is within the gene region with 0 flanking region.,,,,http://amigo.geneontology.org/amigo/term/,,text,TRUE,term_id,"GO release 2023-07-25, released 2023-08-01"
93,83,TRUE,flanking_0_PANTHER_GO_SLIM_cellular_component_list_id,Flanking region 0 PANTHER GO-Slim Cellular Component,The PANTHER GO-Slim Cellular Component annotations queried through PANTHER API for the gene(s) when the variant is within the gene region with 0 flanking region.,,,,http://amigo.geneontology.org/amigo/term/,,text,TRUE,term_id,"GO release 2023-07-25, released 2023-08-01"
95,83,TRUE,flanking_0_PANTHER_GO_SLIM_molecular_function_list_id,Flanking region 0 PANTHER GO-Slim Molecular Function,The PANTHER GO-Slim Molecular Function annotations queried through PANTHER API for the gene(s) when the variant is within the gene region with 0 flanking region.,,,,http://amigo.geneontology.org/amigo/term/,,text,TRUE,term_id,"GO release 2023-07-25, released 2023-08-01"
632,83,TRUE,flanking_0_PANTHER_protein_class_list_id,Flanking region 0 PANTHER Protein Class,The PANTHER Protein Class annotations queried through PANTHER API for the gene(s) when the variant is within the gene region with 0 flanking region.,,,,https://pantherdb.org/panther/category.do?categoryAcc=,,text,TRUE,term_id,PANTHER UPL 18
97,83,TRUE,flanking_0_PANTHER_pathway_list_id,Flanking region 0 PANTHER Pathways,The PANTHER Pathway annotations queried through PANTHER API for the gene(s) when the variant is within the gene region with 0 flanking region.,,,,https://pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=,,text,TRUE,term_id,PANTHER UPL 18
99,83,TRUE,flanking_0_REACTOME_pathway_list_id,Flanking region 0 Reactome pathways,The Reactome Pathway annotations queried through PANTHER API for the gene(s) when the variant is within the gene region with 0 flanking region.,,,,https://reactome.org/PathwayBrowser/#/,,text,TRUE,term_id,"Reactome database version 85, released 2023-05-25"
101,83,TRUE,flanking_10000_GO_biological_process_complete_list_id,Flanking region 10000 GO biological process complete,The complete GO biological process annotations queried through PANTHER API for the gene(s) when the variant is within the gene region plus 10k flanking regions on either end.,,,,http://amigo.geneontology.org/amigo/term/,,text,TRUE,term_id,"GO database released 2024-01-17, DOI: 10.5281/zenodo.10536401"
103,83,TRUE,flanking_10000_GO_cellular_component_complete_list_id,Flanking region 10000 GO cellular component complete,The complete GO cellular component annotations queried through PANTHER API for the gene(s) when the variant is within the gene region plus 10k flanking regions on either end.,,,,http://amigo.geneontology.org/amigo/term/,,text,TRUE,term_id,"GO database released 2024-01-17, DOI: 10.5281/zenodo.10536401"
105,83,TRUE,flanking_10000_GO_molecular_function_complete_list_id,Flanking region 10000 GO molecular function complete,The complete GO molecular function annotations queried through PANTHER API for the gene(s) when the variant is within the gene region plus 10k flanking regions on either end.,,,,http://amigo.geneontology.org/amigo/term/,,text,TRUE,term_id,"GO database released 2024-01-17, DOI: 10.5281/zenodo.10536401"
107,83,TRUE,flanking_10000_PANTHER_GO_SLIM_biological_process_list_id,Flanking region 10000 PANTHER GO-Slim Biological Process,The PANTHER GO-Slim Biological Process annotations queried through PANTHER API for the gene(s) when the variant is within the gene region plus 10k flanking regions on either end.,,,,http://amigo.geneontology.org/amigo/term/,,text,TRUE,term_id,"GO release 2023-07-25, released 2023-08-01"
109,83,TRUE,flanking_10000_PANTHER_GO_SLIM_cellular_component_list_id,Flanking region 10000 PANTHER GO-Slim Cellular Component,The PANTHER GO-Slim Cellular Component annotations queried through PANTHER API for the gene(s) when the variant is within the gene region plus 10k flanking regions on either end.,,,,http://amigo.geneontology.org/amigo/term/,,text,TRUE,term_id,"GO release 2023-07-25, released 2023-08-01"
111,83,TRUE,flanking_10000_PANTHER_GO_SLIM_molecular_function_list_id,Flanking region 10000 PANTHER GO-Slim Molecular Function,The PANTHER GO-Slim Molecular Function annotations queried through PANTHER API for the gene(s) when the variant is within the gene region plus 10k flanking regions on either end.,,,,http://amigo.geneontology.org/amigo/term/,,text,TRUE,term_id,"GO release 2023-07-25, released 2023-08-01"
633,83,TRUE,flanking_10000_PANTHER_protein_class_list_id,Flanking region 10000 PANTHER Protein Class,The PANTHER Protein Class annotations queried through PANTHER API for the gene(s) when the variant is within the gene region plus 10k flanking regions on either end.,,,,https://pantherdb.org/panther/category.do?categoryAcc=,,text,TRUE,term_id,PANTHER UPL 18
113,83,TRUE,flanking_10000_PANTHER_pathway_list_id,Flanking region 10000 PANTHER Pathways,The PANTHER Pathway annotations queried through PANTHER API for the gene(s) when the variant is within the gene region plus 10k flanking regions on either end.,,,,https://pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=,,text,TRUE,term_id,PANTHER UPL 18
115,83,TRUE,flanking_10000_REACTOME_pathway_list_id,Flanking region 10000 Reactome pathways,The Reactome Pathway annotations queried through PANTHER API for the gene(s) when the variant is within the gene region plus 10k flanking regions on either end.,,,,https://reactome.org/PathwayBrowser/#/,,text,TRUE,term_id,"Reactome database version 85, released 2023-05-25"
117,83,TRUE,flanking_20000_GO_biological_process_complete_list_id,Flanking region 20000 GO biological process complete,The complete GO biological process annotations queried through PANTHER API for the gene(s) when the variant is within the gene region plus 20k flanking regions on either end.,,,,http://amigo.geneontology.org/amigo/term/,,text,TRUE,term_id,"GO database released 2024-01-17, DOI: 10.5281/zenodo.10536401"
119,83,TRUE,flanking_20000_GO_cellular_component_complete_list_id,Flanking region 20000 GO cellular component complete,The complete GO cellular component annotations queried through PANTHER API for the gene(s) when the variant is within the gene region plus 20k flanking regions on either end.,,,,http://amigo.geneontology.org/amigo/term/,,text,TRUE,term_id,"GO database released 2024-01-17, DOI: 10.5281/zenodo.10536401"
